SP;PV;CV;Auto
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.800063;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.350062;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.710063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.870063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.780063;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.060062;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.300063;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.770062;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.650063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.410063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.240063;10;0
60;13.251274;10;0
60;13.251274;10;0
60;13.273685;10;0
60;13.273685;10;0
60;13.273685;10;0
60;13.296073;10;0
60;13.296073;10;0
60;13.318439;10;0
60;13.318439;10;0
60;13.318439;10;0
60;13.320784;10;0
60;13.320784;10;0
60;13.343105;10;0
60;13.343105;10;0
60;13.343105;10;0
60;13.365405;10;0
60;13.365405;10;0
60;13.387682;10;0
60;13.387682;10;0
60;13.387682;10;0
60;13.399937;10;0
60;13.399937;10;0
60;13.42217;10;0
60;13.42217;10;0
60;13.42217;10;0
60;13.444381;10;0
60;13.444381;10;0
60;13.466569;10;0
60;13.466569;10;0
60;13.466569;10;0
60;13.928735;10;0
60;13.928735;10;0
60;13.950879;10;0
60;13.950879;10;0
60;13.950879;10;0
60;13.973001;10;0
60;13.973001;10;0
60;13.995102;10;0
60;13.995102;10;0
60;13.995102;10;0
60;14.01718;10;0
60;14.01718;10;0
60;14.039237;10;0
60;14.039237;10;0
60;14.039237;10;0
60;14.061272;10;0
60;14.061272;10;0
60;14.083284;10;0
60;14.083284;10;0
60;14.083284;10;0
60;13.905275;10;0
60;13.905275;10;0
60;13.927244;10;0
60;13.927244;10;0
60;13.927244;10;0
60;13.949191;10;0
60;13.949191;10;0
60;13.971116;10;0
60;13.971116;10;0
60;13.971116;10;0
60;13.993019;10;0
60;13.993019;10;0
60;14.0149;10;0
60;14.0149;10;0
60;14.0149;10;0
60;14.036759;10;0
60;14.036759;10;0
60;14.058597;10;0
60;14.058597;10;0
60;14.058597;10;0
60;13.660412;10;0
60;13.660412;10;0
60;13.682206;10;0
60;13.682206;10;0
60;13.682206;10;0
60;13.703979;10;0
60;13.703979;10;0
60;13.725729;10;0
60;13.725729;10;0
60;13.725729;10;0
60;13.747458;10;0
60;13.747458;10;0
60;13.769165;10;0
60;13.769165;10;0
60;13.769165;10;0
60;13.790851;10;0
60;13.790851;10;0
60;13.812514;10;0
60;13.812514;10;0
60;13.812514;10;0
60;14.324157;10;0
60;14.324157;10;0
60;14.345778;10;0
60;14.345778;10;0
60;14.345778;10;0
60;14.367376;10;0
60;14.367376;10;0
60;14.388954;10;0
60;14.388954;10;0
60;14.388954;10;0
60;14.560511;10;0
60;14.560511;10;0
60;14.582046;10;0
60;14.582046;10;0
60;14.582046;10;0
60;14.603559;10;0
60;14.603559;10;0
60;14.625051;10;0
60;14.625051;10;0
60;14.625051;10;0
60;14.566521;10;0
60;14.566521;10;0
60;14.58797;10;0
60;14.58797;10;0
60;14.58797;10;0
60;14.609397;10;0
60;14.609397;10;0
60;14.630803;10;0
60;14.630803;10;0
60;14.630803;10;0
60;14.652188;10;0
60;14.652188;10;0
60;14.673552;10;0
60;14.673552;10;0
60;14.673552;10;0
60;14.694894;10;0
60;14.694894;10;0
60;14.716215;10;0
60;14.716215;10;0
60;14.716215;10;0
60;14.937514;10;0
60;14.937514;10;0
60;14.958793;10;0
60;14.958793;10;0
60;14.958793;10;0
60;14.98005;10;0
60;14.98005;10;0
60;15.001287;10;0
60;15.001287;10;0
60;15.001287;10;0
60;15.022502;10;0
60;15.022502;10;0
60;15.043695;10;0
60;15.043695;10;0
60;15.043695;10;0
60;15.064868;10;0
60;15.064868;10;0
60;15.08602;10;0
60;15.08602;10;0
60;15.08602;10;0
60;15.10715;10;0
60;15.10715;10;0
60;15.12826;10;0
60;15.12826;10;0
60;15.12826;10;0
60;15.149348;10;0
60;15.149348;10;0
60;15.170416;10;0
60;15.170416;10;0
60;15.170416;10;0
60;15.191463;10;0
60;15.191463;10;0
60;15.212488;10;0
60;15.212488;10;0
60;15.212488;10;0
60;15.233493;10;0
60;15.233493;10;0
60;15.254477;10;0
60;15.254477;10;0
60;15.254477;10;0
60;14.585439;10;0
60;14.585439;10;0
60;14.60638;10;0
60;14.60638;10;0
60;14.60638;10;0
60;14.627301;10;0
60;14.627301;10;0
60;14.648201;10;0
60;14.648201;10;0
60;14.648201;10;0
60;15.349081;10;0
60;15.349081;10;0
60;15.36994;10;0
60;15.36994;10;0
60;15.36994;10;0
60;15.390778;10;0
60;15.390778;10;0
60;15.411594;10;0
60;15.411594;10;0
60;15.411594;10;0
60;15.452391;10;0
60;15.452391;10;0
60;15.473166;10;0
60;15.473166;10;0
60;15.473166;10;0
60;15.493921;10;0
60;15.493921;10;0
60;15.514655;10;0
60;15.514655;10;0
60;15.514655;10;0
60;15.535369;10;0
60;15.535369;10;0
60;15.556062;10;0
60;15.556062;10;0
60;15.556062;10;0
60;15.576734;10;0
60;15.576734;10;0
60;15.597385;10;0
60;15.597385;10;0
60;15.597385;10;0
60;14.968016;10;0
60;14.968016;10;0
60;14.988626;10;0
60;14.988626;10;0
60;14.988626;10;0
60;15.009216;10;0
60;15.009216;10;0
60;15.029786;10;0
60;15.029786;10;0
60;15.029786;10;0
60;15.050335;10;0
60;15.050335;10;0
60;15.070864;10;0
60;15.070864;10;0
60;15.070864;10;0
60;15.091372;10;0
60;15.091372;10;0
60;15.111859;10;0
60;15.111859;10;0
60;15.111859;10;0
60;15.592326;10;0
60;15.592326;10;0
60;15.612773;10;0
60;15.612773;10;0
60;15.612773;10;0
60;15.6332;10;0
60;15.6332;10;0
60;15.653605;10;0
60;15.653605;10;0
60;15.653605;10;0
60;15.673991;10;0
60;15.673991;10;0
60;15.694357;10;0
60;15.694357;10;0
60;15.694357;10;0
60;15.714702;10;0
60;15.714702;10;0
60;15.735026;10;0
60;15.735026;10;0
60;15.735026;10;0
60;15.085331;10;0
60;15.085331;10;0
60;15.105616;10;0
60;15.105616;10;0
60;15.105616;10;0
60;15.125879;10;0
60;15.125879;10;0
60;15.146123;10;0
60;15.146123;10;0
60;15.146123;10;0
60;15.166347;10;0
60;15.166347;10;0
60;15.18655;10;0
60;15.18655;10;0
60;15.18655;10;0
60;15.206734;10;0
60;15.206734;10;0
60;15.226897;10;0
60;15.226897;10;0
60;15.226897;10;0
60;15.747041;10;0
60;15.747041;10;0
60;15.767164;10;0
60;15.767164;10;0
60;15.767164;10;0
60;15.787268;10;0
60;15.787268;10;0
60;15.807351;10;0
60;15.807351;10;0
60;15.807351;10;0
60;15.827415;10;0
60;15.827415;10;0
60;15.847458;10;0
60;15.847458;10;0
60;15.847458;10;0
60;15.867481;10;0
60;15.867481;10;0
60;15.887485;10;0
60;15.887485;10;0
60;15.887485;10;0
60;15.887468;10;0
60;15.887468;10;0
60;15.907432;10;0
60;15.907432;10;0
60;15.907432;10;0
60;15.927375;10;0
60;15.927375;10;0
60;15.947298;10;0
60;15.947298;10;0
60;15.947298;10;0
60;16.007202;10;0
60;16.007202;10;0
60;16.027086;10;0
60;16.027086;10;0
60;16.027086;10;0
60;16.046949;10;0
60;16.046949;10;0
60;16.066793;10;0
60;16.066793;10;0
60;16.066793;10;0
60;15.856618;10;0
60;15.856618;10;0
60;15.876423;10;0
60;15.876423;10;0
60;15.876423;10;0
60;15.896208;10;0
60;15.896208;10;0
60;15.915973;10;0
60;15.915973;10;0
60;15.915973;10;0
60;15.935719;10;0
60;15.935719;10;0
60;15.955444;10;0
60;15.955444;10;0
60;15.955444;10;0
60;15.97515;10;0
60;15.97515;10;0
60;15.994837;10;0
60;15.994837;10;0
60;15.994837;10;0
60;15.954504;10;0
60;15.954504;10;0
60;15.974152;10;0
60;15.974152;10;0
60;15.974152;10;0
60;15.993779;10;0
60;15.993779;10;0
60;16.013388;10;0
60;16.013388;10;0
60;16.013388;10;0
60;16.032976;10;0
60;16.032976;10;0
60;16.052546;10;0
60;16.052546;10;0
60;16.052546;10;0
60;16.072094;10;0
60;16.072094;10;0
60;16.091625;10;0
60;16.091625;10;0
60;16.091625;10;0
60;15.931136;10;0
60;15.931136;10;0
60;15.950627;10;0
60;15.950627;10;0
60;15.950627;10;0
60;15.970099;10;0
60;15.970099;10;0
60;15.989552;10;0
60;15.989552;10;0
60;15.989552;10;0
60;16.008986;10;0
60;16.008986;10;0
60;16.028399;10;0
60;16.028399;10;0
60;16.047792;10;0
60;16.047792;10;0
60;16.047792;10;0
60;16.067167;10;0
60;16.067167;10;0
60;16.067167;10;0
60;16.546524;10;0
60;16.546524;10;0
60;16.565861;10;0
60;16.565861;10;0
60;16.565861;10;0
60;16.585178;10;0
60;16.585178;10;0
60;16.604477;10;0
60;16.604477;10;0
60;16.604477;10;0
60;16.223755;10;0
60;16.223755;10;0
60;16.243015;10;0
60;16.243015;10;0
60;16.243015;10;0
60;16.262255;10;0
60;16.262255;10;0
60;16.281475;10;0
60;16.281475;10;0
60;16.281475;10;0
60;16.830677;10;0
60;16.830677;10;0
60;16.849859;10;0
60;16.849859;10;0
60;16.869022;10;0
60;16.869022;10;0
60;16.869022;10;0
60;16.888166;10;0
60;16.888166;10;0
60;16.888166;10;0
60;16.907291;10;0
60;16.907291;10;0
60;16.926397;10;0
60;16.926397;10;0
60;16.945484;10;0
60;16.945484;10;0
60;16.945484;10;0
60;16.964552;10;0
60;16.964552;10;0
60;16.964552;10;0
60;16.5236;10;0
60;16.5236;10;0
60;16.542629;10;0
60;16.542629;10;0
60;16.561642;10;0
60;16.561642;10;0
60;16.561642;10;0
60;16.580635;10;0
60;16.580635;10;0
60;16.580635;10;0
60;16.599609;10;0
60;16.599609;10;0
60;16.618565;10;0
60;16.618565;10;0
60;16.637501;10;0
60;16.637501;10;0
60;16.637501;10;0
60;16.656418;10;0
60;16.656418;10;0
60;16.656418;10;0
60;16.815317;10;0
60;16.815317;10;0
60;16.834196;10;0
60;16.834196;10;0
60;16.853056;10;0
60;16.853056;10;0
60;16.853056;10;0
60;16.871897;10;0
60;16.871897;10;0
60;16.871897;10;0
60;16.89072;10;0
60;16.89072;10;0
60;16.909525;10;0
60;16.909525;10;0
60;16.92831;10;0
60;16.92831;10;0
60;16.92831;10;0
60;16.947077;10;0
60;16.947077;10;0
60;16.947077;10;0
60;16.865824;10;0
60;16.865824;10;0
60;16.884554;10;0
60;16.884554;10;0
60;16.903265;10;0
60;16.903265;10;0
60;16.903265;10;0
60;16.921957;10;0
60;16.921957;10;0
60;16.921957;10;0
60;17.42063;10;0
60;17.42063;10;0
60;17.439283;10;0
60;17.439283;10;0
60;17.45792;10;0
60;17.45792;10;0
60;17.45792;10;0
60;17.476538;10;0
60;17.476538;10;0
60;17.476538;10;0
60;17.095137;10;0
60;17.095137;10;0
60;17.113718;10;0
60;17.113718;10;0
60;17.13228;10;0
60;17.13228;10;0
60;17.13228;10;0
60;17.150824;10;0
60;17.150824;10;0
60;17.150824;10;0
60;17.169348;10;0
60;17.169348;10;0
60;17.187855;10;0
60;17.187855;10;0
60;17.206343;10;0
60;17.206343;10;0
60;17.206343;10;0
60;17.224812;10;0
60;17.224812;10;0
60;17.224812;10;0
60;17.753263;10;0
60;17.753263;10;0
60;17.771696;10;0
60;17.771696;10;0
60;17.790112;10;0
60;17.790112;10;0
60;17.790112;10;0
60;17.808508;10;0
60;17.808508;10;0
60;17.808508;10;0
60;17.826885;10;0
60;17.826885;10;0
60;17.845245;10;0
60;17.845245;10;0
60;17.863586;10;0
60;17.863586;10;0
60;17.863586;10;0
60;17.88191;10;0
60;17.88191;10;0
60;17.88191;10;0
60;17.850216;10;0
60;17.850216;10;0
60;17.868502;10;0
60;17.868502;10;0
60;17.88677;10;0
60;17.88677;10;0
60;17.88677;10;0
60;17.90502;10;0
60;17.90502;10;0
60;17.90502;10;0
60;17.923252;10;0
60;17.923252;10;0
60;17.941465;10;0
60;17.941465;10;0
60;17.959661;10;0
60;17.959661;10;0
60;17.959661;10;0
60;17.977839;10;0
60;17.977839;10;0
60;17.977839;10;0
60;17.875998;10;0
60;17.875998;10;0
60;17.894138;10;0
60;17.894138;10;0
60;17.912262;10;0
60;17.912262;10;0
60;17.912262;10;0
60;17.930367;10;0
60;17.930367;10;0
60;17.930367;10;0
60;17.568455;10;0
60;17.568455;10;0
60;17.586523;10;0
60;17.586523;10;0
60;17.604574;10;0
60;17.604574;10;0
60;17.604574;10;0
60;17.622608;10;0
60;17.622608;10;0
60;17.622608;10;0
60;17.470623;10;0
60;17.470623;10;0
60;17.488621;10;0
60;17.488621;10;0
60;17.506599;10;0
60;17.506599;10;0
60;17.506599;10;0
60;17.524561;10;0
60;17.524561;10;0
60;17.524561;10;0
60;17.542503;10;0
60;17.542503;10;0
60;17.560429;10;0
60;17.560429;10;0
60;17.578337;10;0
60;17.578337;10;0
60;17.578337;10;0
60;17.596226;10;0
60;17.596226;10;0
60;17.596226;10;0
60;18.074097;10;0
60;18.074097;10;0
60;18.091951;10;0
60;18.091951;10;0
60;18.109787;10;0
60;18.109787;10;0
60;18.109787;10;0
60;18.127605;10;0
60;18.127605;10;0
60;18.127605;10;0
60;18.145407;10;0
60;18.145407;10;0
60;18.163189;10;0
60;18.163189;10;0
60;18.180954;10;0
60;18.180954;10;0
60;18.180954;10;0
60;18.198702;10;0
60;18.198702;10;0
60;18.198702;10;0
60;18.276432;10;0
60;18.276432;10;0
60;18.294144;10;0
60;18.294144;10;0
60;18.311838;10;0
60;18.311838;10;0
60;18.311838;10;0
60;18.329515;10;0
60;18.329515;10;0
60;18.329515;10;0
60;18.347176;10;0
60;18.347176;10;0
60;18.364817;10;0
60;18.364817;10;0
60;18.382441;10;0
60;18.382441;10;0
60;18.382441;10;0
60;18.400047;10;0
60;18.400047;10;0
60;18.400047;10;0
60;17.817638;10;0
60;17.817638;10;0
60;17.835211;10;0
60;17.835211;10;0
60;17.852764;10;0
60;17.852764;10;0
60;17.852764;10;0
60;17.8703;10;0
60;17.8703;10;0
60;17.8703;10;0
60;17.957819;10;0
60;17.957819;10;0
60;17.975321;10;0
60;17.975321;10;0
60;17.992805;10;0
60;17.992805;10;0
60;17.992805;10;0
60;18.010273;10;0
60;18.010273;10;0
